week_start,week_end,url,title,date,domain,language
2022-01-03,2022-01-09,https://www.bnnbloomberg.ca/venezuela-doubles-crude-oil-exports-defying-u-s-sanctions-1.1702620,Venezuela Doubles Crude Oil Exports Defying U . S . Sanctions,20220103T213000Z,bnnbloomberg.ca,English
2022-01-03,2022-01-09,https://kvia.com/your-voice-your-vote/politics/cnn-us-politics/2022/01/02/biden-tells-ukrainian-president-us-will-respond-decisively-if-russia-further-invades/,Biden tells Ukrainian president US  will respond decisively if Russia further invades,20220103T063000Z,kvia.com,English
2022-01-03,2022-01-09,https://kvia.com/news/2022/01/02/biden-tells-ukrainian-president-us-will-respond-decisively-if-russia-further-invades/,Biden tells Ukrainian president US  will respond decisively if Russia further invades,20220103T014500Z,kvia.com,English
2022-01-03,2022-01-09,https://www.standardmedia.co.ke/asia/article/2001433375/hong-kong-activists-to-remain-in-custody-due-to-beijing-imposed-controversial-law,Hong Kong activists to remain in custody due to Beijing - imposed controversial law,20220103T211500Z,standardmedia.co.ke,English
2022-01-03,2022-01-09,https://news.antiwar.com/2022/01/03/iran-says-western-powers-have-new-realism-at-nuclear-deal-talks/,Iran Says Western Powers Have New  Realism  at Nuclear Deal Talks,20220103T221500Z,news.antiwar.com,English
2022-01-03,2022-01-09,https://sputniknews.com/20220103/ramped-up-us-sanctions-sending-cuba-closer-to-russia--china-moscows-trade-rep-says-1092003437.html,"Ramped Up US Sanctions Sending Cuba Closer to Russia , China , Trade Rep Says",20220103T220000Z,sputniknews.com,English
2022-01-03,2022-01-09,https://news.webindia123.com/news/Articles/World/20220103/3885386.html,Hong Kong activists to remain in custody for months due to Beijing - imposed controversial law,20220103T133000Z,news.webindia123.com,English
2022-01-03,2022-01-09,https://sputniknews.com/20220103/venezuela-pumps-over-1-mln-barrels-of-crude-daily-in-late-2021-despite-criminal-blockade-by-us-1091993199.html,Venezuela Pumps Over 1 Mln Barrels of Crude Daily in Late 2021 Despite Sanctions,20220103T120000Z,sputniknews.com,English
2022-01-03,2022-01-09,https://www.cnn.com/2022/01/02/politics/biden-zelensky-call/,Biden tells Ukrainian president US  will respond decisively if Russia further invades,20220103T033000Z,cnn.com,English
2022-01-03,2022-01-09,https://yle.fi/news/3-12256411,Finland Foreign Minister : Important that US confirmed support for Ukraine,20220103T104500Z,yle.fi,English
2022-01-03,2022-01-09,https://www.herald.co.zw/zim-should-turn-more-to-brics-than-us-allies/,"Zim should turn more to Brics than US , allies",20220103T050000Z,herald.co.zw,English
2022-01-03,2022-01-09,https://www.timesofisrael.com/iran-cites-new-realism-from-western-powers-at-nuclear-talks/,Iran cites new  realism  from Western powers at nuclear talks,20220103T151500Z,timesofisrael.com,English
2022-01-03,2022-01-09,https://saudigazette.com.sa/article/615419/World/Europe/Biden-assures-Ukraine-of-US-backing-if-Russia-invades,Biden assures Ukraine of US backing if Russia invades,20220103T061500Z,saudigazette.com.sa,English
2022-01-03,2022-01-09,https://www.middleeasteye.net/news/iran-says-not-ready-recognise-taliban-government-afghanistan,Iranian official says Tehran not ready to recognise Taliban government,20220103T221500Z,middleeasteye.net,English
2022-01-03,2022-01-09,https://kvia.com/your-voice-your-vote/politics/cnn-us-politics/2022/01/03/biden-tells-ukrainian-president-us-will-respond-decisively-if-russia-further-invades-2/,Biden tells Ukrainian president US  will respond decisively if Russia further invades,20220103T154500Z,kvia.com,English
2022-01-03,2022-01-09,https://www.mondaq.com/unitedstates/human-rights/1147070/national-defense-authorization-act-implications-for-us-sanctions-programs,"National Defense Authorization Act – Implications For U . S . Sanctions Programs - Government , Public Sector",20220104T201500Z,mondaq.com,English
2022-01-03,2022-01-09,https://www.lexology.com/library/detail.aspx?g=04e1a3b9-a7d3-4892-a933-af3b4567da03,National Defense Authorization Act - Implications for U . S . Sanctions Programs,20220104T111500Z,lexology.com,English
2022-01-03,2022-01-09,https://www.washingtonexaminer.com/opinion/why-senators-should-go-with-ted-cruz-not-bob-menendez-on-nord-stream-2-sanctions,"Why senators should go with Ted Cruz , not Bob Menendez , on Nord Stream 2 sanctions",20220104T203000Z,washingtonexaminer.com,English
2022-01-03,2022-01-09,https://www.theepochtimes.com/us-reaches-settlement-with-airbnb-over-cuba-sanctions-violations_4191127.html,US Reaches Settlement With Airbnb Over Cuba Sanctions Violations,20220104T071500Z,theepochtimes.com,English
2022-01-03,2022-01-09,https://www.washingtonpost.com/blogs/right-turn/wp/2014/11/20/the-pro-sanctions-anti-iran-contingent-grows/,"Opinion | The pro - sanctions , anti - Iran contingent grows",20220104T054500Z,washingtonpost.com,English
2022-01-03,2022-01-09,https://www.tasnimnews.com/en/news/2022/01/04/2638081/jcpoa-talks-resume-in-austria,JCPOA Talks Resume in Austria - Politics news - Tasnim News Agency,20220104T064500Z,tasnimnews.com,English
2022-01-03,2022-01-09,https://gulfnews.com/world/mena/iran-nuclear-talks-us-hopes-to-build-on-progress-this-week-1.1641336241950,Iran nuclear talks : US hopes to build on progress this week,20220104T231500Z,gulfnews.com,English
2022-01-03,2022-01-09,https://www.thestar.com.my/tech/tech-news/2022/01/04/airbnb-fined-for-apparent-violations-of-cuba-embargo,Airbnb fined for  apparent  violations of Cuba embargo,20220104T053000Z,thestar.com.my,English
2022-01-03,2022-01-09,https://www.urdupoint.com/en/world/airbnb-agrees-to-91000-settlement-with-us-t-1440715.html,"Airbnb Agrees To $91 , 000 Settlement With US Treasury Over Cuba Sanctions ViolationS",20220104T000000Z,urdupoint.com,English
2022-01-03,2022-01-09,https://www.arabnews.com/node/1998246/middle-east,US hopes to build on Iran nuclear talk progress this week,20220104T221500Z,arabnews.com,English
2022-01-03,2022-01-09,http://www.msn.com/en-us/news/world/nato-to-hold-foreign-ministers-meeting-over-ukraine/ar-AASq3tv,NATO to hold foreign ministers meeting over Ukraine,20220104T194500Z,msn.com,English
2022-01-03,2022-01-09,https://www.postbulletin.com/business/airbnb-a-flagship-of-us-engagement-with-cuba-fined-for-apparent-embargo-violations,"Airbnb , a flagship of US engagement with Cuba , fined for  apparent  embargo violations - Post Bulletin",20220104T170000Z,postbulletin.com,English
2022-01-03,2022-01-09,https://www.haaretz.com/us-news/u-s-warns-clock-running-out-on-talks-as-iran-advances-nuclear-program-1.10514968,U . S . warns  clock running out  on talks as Iran advances nuclear program,20220104T214500Z,haaretz.com,English
2022-01-03,2022-01-09,https://www.sb.by/en/vilnius-ready-to-act-to-its-detriment-for-the-sake-of-strengthening-partnership-with-washington-.html,Vilnius ready to act to its detriment for the sake of strengthening partnership with Washington,20220104T101500Z,sb.by,English
2022-01-03,2022-01-09,https://news.am/eng/news/680558.html,Borrell not to discuss Nord Stream 2 during Ukraine visit,20220104T193000Z,news.am,English
2022-01-03,2022-01-09,https://www.foreignaffairs.com/articles/russian-federation/2022-01-04/swift-and-certain-punishment-russia,SWIFT and Certain Punishment for Russia ?,20220104T060000Z,foreignaffairs.com,English
2022-01-03,2022-01-09,https://www.arabnews.com/node/1997866/business-economy,Venezuela boosts oil exports amid US sanctions,20220104T100000Z,arabnews.com,English
2022-01-03,2022-01-09,https://www.israelnationalnews.com/news/319810,Iran detects  realism  on part of Western countries,20220104T061500Z,israelnationalnews.com,English
2022-01-03,2022-01-09,https://dunyanews.tv/en/World/635431-Iran-detects-new-%5C,Iran detects new  realism  from West in nuclear talks,20220104T033000Z,dunyanews.tv,English
2022-01-03,2022-01-09,https://english.alaraby.co.uk/news/iran-detects-new-realism-west-nuclear-talks,Iran detects new  realism  from West in nuclear talks,20220104T003000Z,english.alaraby.co.uk,English
2022-01-03,2022-01-09,https://www.rigzone.com/news/wire/venezuela_doubles_crude_oil_exports-04-jan-2022-167488-article/,Venezuela Doubles Crude Oil Exports,20220104T131500Z,rigzone.com,English
2022-01-03,2022-01-09,https://www.ipwatchdog.com/2022/01/04/uspto-outlines-trademarks-administrative-sanctions-process/id=142442/,USPTO Outlines Trademarks Administrative Sanctions Process,20220104T221500Z,ipwatchdog.com,English
2022-01-03,2022-01-09,https://www.thenews.com.pk/print/922298-iran-detects-new-realism-from-west-in-nuclear-talks,Iran detects new  realism  from West in nuclear talks,20220104T030000Z,thenews.com.pk,English
2022-01-03,2022-01-09,https://www.thenews.com.pk/latest/922363-iran-nuclear-talks-open-on-positive-note,Iran nuclear talks open on positive note,20220104T013000Z,thenews.com.pk,English
2022-01-03,2022-01-09,https://www.malaymail.com/news/world/2022/01/04/iran-detects-new-realism-from-west-in-nuclear-talks/2032815,Iran detects new  realism  from West in nuclear talks | World,20220104T013000Z,malaymail.com,English
2022-01-03,2022-01-09,https://www.washingtoninstitute.org/policy-analysis/solving-syrias-crisis-starts-sanctioning-iranian-oil,Solving Syria Crisis Starts with Sanctioning Iranian Oil | The Washington Institute,20220104T173000Z,washingtoninstitute.org,English
2022-01-03,2022-01-09,https://news.yahoo.com/biden-strategy-ukraine-talks-clear-013002358.html,Biden strategy on Ukraine - talks but clear costs for Russia,20220104T020000Z,news.yahoo.com,English
2022-01-03,2022-01-09,https://news.antiwar.com/2022/01/03/biden-tells-ukraine-the-us-will-respond-decisively-if-russia-invades/,Biden Tells Ukraine the US Will  Respond Decisively  If Russia Invades,20220104T031500Z,news.antiwar.com,English
2022-01-03,2022-01-09,https://www.livemint.com/companies/news/airbnb-settles-with-us-on-alleged-violations-of-cuba-sanctions-11641306879067.html,Airbnb settles with US on alleged violations of Cuba sanctions,20220104T173000Z,livemint.com,English
2022-01-03,2022-01-09,https://www.rfi.fr/en/biden-strategy-on-ukraine-talks-but-clear-costs-for-russia,Biden strategy on Ukraine - talks but clear costs for Russia,20220104T023000Z,rfi.fr,English
2022-01-03,2022-01-09,https://www.france24.com/en/live-news/20220104-biden-strategy-on-ukraine-talks-but-clear-costs-for-russia,Biden strategy on Ukraine - talks but clear costs for Russia,20220104T033000Z,france24.com,English
2022-01-03,2022-01-09,https://sputniknews.com/20220104/trump-state-department-advisor-urges-biden-to-choke-off-syrias-emergency-iranian-oil-lifeline-1092019171.html,Trump State Department Adviser Urges Biden to Choke Off Syria Emergency Iranian Oil Lifeline,20220104T194500Z,sputniknews.com,English
2022-01-03,2022-01-09,https://www.geo.tv/latest/391434-iran-detects-new-realism-from-west-in-nuclear-talks,Iran detects new  realism  from West in nuclear talks,20220104T031500Z,geo.tv,English
2022-01-03,2022-01-09,https://www.timesofisrael.com/idf-intel-chief-reportedly-says-restored-iran-nuke-deal-better-than-talks-failing/,IDF intel chief reportedly says restored Iran nuke deal better than talks failing,20220105T000000Z,timesofisrael.com,English
2022-01-03,2022-01-09,https://english.aawsat.com/home/article/3395526/skorean-minister-heads-vienna-talks-iranian-frozen-assets,S . Korean Minister Heads to Vienna for Talks on Iranian Frozen Assets,20220104T203000Z,english.aawsat.com,English
2022-01-03,2022-01-09,https://en.interfax.com.ua/news/general/789747.html,Law prohibiting access of Russian ships to internal waterways of Ukraine comes into force,20220104T150000Z,en.interfax.com.ua,English
2022-01-03,2022-01-09,https://thehill.com/policy/international/middle-east-north-africa/562970-rouhani-warns-iran-could-enrich-uranium-at,Rouhani warns Iran could enrich uranium at weapons - grade levels,20220104T230000Z,thehill.com,English
2022-01-03,2022-01-09,https://www.voanews.com/a/blinken-calls-for-united-nato-stance-on-russian-troop-buildup-near-ukraine-/6380810.html,Blinken Calls for  United  NATO Stance on Russian Troop Buildup Near Ukraine,20220104T011500Z,voanews.com,English
2022-01-03,2022-01-09,https://www.thesundaily.my/world/biden-strategy-on-ukraine-talks-but-clear-costs-for-russia-DC8721746,Biden strategy on Ukraine - talks but clear costs for Russia,20220104T034500Z,thesundaily.my,English
2022-01-03,2022-01-09,https://www.phnompenhpost.com/international/iran-detects-new-realism-west-talks,Iran detects new  realism  from West in talks,20220104T154500Z,phnompenhpost.com,English
2022-01-03,2022-01-09,https://www.republicworld.com/world-news/rest-of-the-world-news/us-sanctions-pushing-cuba-closer-to-russia-and-china-moscows-trade-representative-articleshow.html,US Sanctions pushing Cuba closer to Russia and China : Moscow Trade representative,20220104T041500Z,republicworld.com,English
2022-01-03,2022-01-09,https://www.b92.net/eng/news/region.php?yyyy=2022&mm=01&dd=05&nav_id=112705,America imposes sanctions on Dodik,20220105T173000Z,b92.net,English
2022-01-03,2022-01-09,https://voxeu.org/article/second-sanction-wave,"The second sanction wave | VOX , CEPR Policy Portal",20220105T020000Z,voxeu.org,English
2022-01-03,2022-01-09,https://www.dw.com/overlay/media/en/how-the-french-navy-enforces-un-sanctions-on-north-korea/59921167/60332677,,20220105T054500Z,dw.com,English
2022-01-03,2022-01-09,https://www.newsweek.com/us-sanctions-bosnian-serb-leader-milorad-dodik-accuses-him-undermining-peace-accord-1666037,"U . S . Sanctions Bosnian Serb Leader Milorad Dodik , Accuses Him of Undermining Peace Accord",20220105T220000Z,newsweek.com,English
2022-01-03,2022-01-09,https://allafrica.com/stories/202201050583.html,Uganda : Bafere Alert - UPDF Warns Against Scammers Soliciting Money to  Bail Out  Maj Gen Kandiho,20220105T170000Z,allafrica.com,English
2022-01-03,2022-01-09,https://www.dw.com/en/north-korea-fires-projectile-into-sea-off-east-coast/a-60332677,North Korea fires projectile into sea off east coast | News | DW,20220105T023000Z,dw.com,English
2022-01-03,2022-01-09,https://www.thestar.com.my/news/world/2022/01/05/us-hopes-for-progress-on-iran-nuclear-talks-this-week,U . S . hopes to build on Iran nuclear talk progress this week,20220105T064500Z,thestar.com.my,English
2022-01-03,2022-01-09,https://chinapost.nownews.com/20220106-3019903,"US imposes sanctions against Bosnian Serb leader Dodik | The China Post , Taiwan",20220105T180000Z,chinapost.nownews.com,English
2022-01-03,2022-01-09,https://www.france24.com/en/live-news/20220105-us-targets-bosnian-serb-leader-on-fear-of-dayton-peace-collapse,US targets Bosnian Serb leader on fear of Dayton peace collapse,20220105T171500Z,france24.com,English
2022-01-03,2022-01-09,http://world.kbs.co.kr/service/news_view.htm?lang=e&Seq_Code=166749,First Vice Foreign Minister in Vienna to Seek Resolution to Frozen Iranian Assets,20220105T051500Z,world.kbs.co.kr,English
2022-01-03,2022-01-09,https://news.antiwar.com/2022/01/04/us-says-theres-been-modest-progress-in-iran-nuclear-deal-talks/,US Says There Been  Modest Progres in Iran Nuclear Deal Talks,20220105T023000Z,news.antiwar.com,English
2022-01-03,2022-01-09,https://www.theguardian.com/world/2022/jan/05/us-sanctions-bosnian-serb-leader-milorad-dodik,US sanctions Bosnian Serb leader Milorad Dodik for  destabilizing activitie | Bosnia - Herzegovina,20220105T183000Z,theguardian.com,English
2022-01-03,2022-01-09,https://apnews.com/article/milorad-dodik-841934f6c4a2d14c4f2acf234d508ea5,US imposes sanctions against Bosnian Serb leader,20220105T194500Z,apnews.com,English
2022-01-03,2022-01-09,https://www.washingtonpost.com/politics/2022/01/06/eu-continues-sanction-belarus-some-belarusians-agree/,Sanctions against the Lukashenko regime in Belarus continue .,20220106T111500Z,washingtonpost.com,English
2022-01-03,2022-01-09,https://www.aljazeera.com/news/2022/1/6/iran-fm-says-vienna-deal-can-be-reached-if-us-sanctions-lifted,Iran says nuclear agreement can be reached if US sanctions lifted,20220106T223000Z,aljazeera.com,English
2022-01-03,2022-01-09,https://www.msn.com/en-us/news/world/iran-says-nuclear-deal-can-be-reached-if-us-sanctions-lifted/ar-AASvL0x,Iran says nuclear deal can be reached if US sanctions lifted,20220106T211500Z,msn.com,English
2022-01-03,2022-01-09,https://www.voanews.com/a/us-sanctions-bosnian-serb-leader-for-secessionist-efforts/6384424.html,US Sanctions Bosnian Serb Leader for Secessionist Efforts,20220106T011500Z,voanews.com,English
2022-01-03,2022-01-09,https://www.aljazeera.com/news/2021/3/21/irans-khamenei-remains-steadfast-on-nuclear-deal-stance,Iran Khamenei reiterates nuclear deal stance in new year speech | News,20220106T110000Z,aljazeera.com,English
2022-01-03,2022-01-09,https://www.newdelhitimes.com/us-sanctions-bosnian-serb-leader-for-secessionist-efforts/,US Sanctions Bosnian Serb Leader for Secessionist Efforts - New Delhi Times - India Only International Newspaper,20220106T114500Z,newdelhitimes.com,English
2022-01-03,2022-01-09,https://www.dw.com/overlay/media/en/how-the-french-navy-enforces-un-sanctions-on-north-korea/59921167/60344025,,20220106T100000Z,dw.com,English
2022-01-03,2022-01-09,https://www.washingtontimes.com/news/2022/jan/5/senate-democrats-face-tough-vote-restore-trump-san/,"Senate Democrats face tough vote to restore Trump sanctions on Russian pipeline , rebuke Biden",20220106T011500Z,washingtontimes.com,English
2022-01-03,2022-01-09,https://www.washingtontimes.com:443/news/2022/jan/5/senate-democrats-face-tough-vote-restore-trump-san/,"Senate Democrats face tough vote to restore Trump sanctions on Russian pipeline , rebuke Biden",20220106T003000Z,washingtontimes.com,English
2022-01-03,2022-01-09,https://www.taipeitimes.com/News/world/archives/2022/01/07/2003770931,US sanctions pro - Russian Serb leader,20220106T170000Z,taipeitimes.com,English
2022-01-03,2022-01-09,https://www.al-monitor.com/originals/2022/01/attacks-us-iraq-meant-send-harsh-message-without-spilling-blood,Attacks on US in Iraq meant to send  harsh  message without spilling blood - Al - Monitor : The Pulse of the Middle East,20220106T204500Z,al-monitor.com,English
2022-01-03,2022-01-09,https://menafn.com/1103494933/Irans-top-nuclear-negotiator-terms-Vienna-talks-as-constructive-progressive,Iran top nuclear negotiator terms Vienna talks as construc ...,20220106T013000Z,menafn.com,English
2022-01-03,2022-01-09,https://menafn.com/1103494933/Irans-top-nuclear-negotiator-terms-Vienna-talks-as-constructive-progressive&source=33,Iran top nuclear negotiator terms Vienna talks as construc ...,20220106T014500Z,menafn.com,English
2022-01-03,2022-01-09,https://www.tasnimnews.com/en/news/2022/01/06/2639415/effective-removal-of-sanctions-key-to-success-in-vienna-talks-iran-s-top-negotiator,Effective Removal of Sanctions Key to Success in Vienna Talks : Iran Top Negotiator - Nuclear news,20220106T063000Z,tasnimnews.com,English
2022-01-03,2022-01-09,https://www.politico.com/news/2022/01/05/nord-stream-pipeline-russia-biden-526579,"Dems shift gears on Russian pipeline , backing Biden against Cruz gambit",20220106T014500Z,politico.com,English
2022-01-03,2022-01-09,https://www.yahoo.com/now/dems-shift-gears-russian-pipeline-001611693.html,"Dems shift gears on Russian pipeline , backing Biden against Cruz gambit",20220106T010000Z,yahoo.com,English
2022-01-03,2022-01-09,https://english.newstracklive.com/news/irans-top-negotiator-says-nuclear-talks-in-vienna-are-positive-sc57-nu318-ta318-1203256-1.html,Iran top negotiator says nuclear talks in Vienna are positive,20220106T051500Z,english.newstracklive.com,English
2022-01-03,2022-01-09,https://www.msn.com/en-xl/news/other/china-hits-out-at-sanctions-on-new-african-belt-and-road-partner-eritrea-as-it-focuses-on-ports/ar-AASuv0c,China hits out at sanctions on new African belt and road partner Eritrea as it focuses on ports,20220106T111500Z,msn.com,English
2022-01-03,2022-01-09,https://www.msn.com/en-xl/middleeast/top-stories/iran-talks-moving-slowly-but-steadily-says-russia-s-ambassador-in-vienna/ar-AAStZdg,Iran talks moving  slowly but steadily  says Russia ambassador in Vienna,20220106T084500Z,msn.com,English
2022-01-03,2022-01-09,https://www.msn.com/en-xl/middleeast/top-stories/iran-talks-moving-slowly-but-steadily-says-russias-ambassador-in-vienna/ar-AAStZdg,Iran talks moving  slowly but steadily  says Russia ambassador in Vienna,20220106T071500Z,msn.com,English
2022-01-03,2022-01-09,https://www.msn.com/en-ae/news/middleeast/iran-talks-moving-slowly-but-steadily-says-russias-ambassador-in-vienna/ar-AASu7vV,Iran talks moving  slowly but steadily  says Russia ambassador in Vienna,20220106T070000Z,msn.com,English
2022-01-03,2022-01-09,https://www.msn.com/en-ae/news/middleeast/iran-talks-moving-slowly-but-steadily-says-russia-s-ambassador-in-vienna/ar-AASu7vV,Iran talks moving  slowly but steadily  says Russia ambassador in Vienna,20220106T064500Z,msn.com,English
2022-01-03,2022-01-09,https://economictimes.indiatimes.com/news/defence/britain-warns-russia-over-ukraine-were-working-on-high-impact-sanctions/articleshow/88736358.cms,britain : Britain warns Russia over Ukraine : Were working on high - impact sanctions,20220106T141500Z,economictimes.indiatimes.com,English
2022-01-03,2022-01-09,https://euroradio.fm/en/it-all-depends-putin-normal-recession-or-severe-crisis-amid-sanctions,It all depends on Putin : normal recession or severe crisis amid sanctions,20220106T223000Z,euroradio.fm,English
2022-01-03,2022-01-09,https://thehill.com/policy/international/russia/588582-uk-working-on-high-impact-sanctions-against-russia-over-ukraine,UK working on  high impact  sanctions against Russia over Ukraine,20220106T203000Z,thehill.com,English
2022-01-03,2022-01-09,https://www.euronews.com/2022/01/06/uk-russia-ukraine-britan,Britain warns Russia over Ukraine : were working on high - impact sanctions,20220106T134500Z,euronews.com,English
2022-01-03,2022-01-09,https://www.thestar.com.my/news/world/2022/01/06/britain-warns-russia-over-ukraine-we039re-working-on-high-impact-sanctions,Britain warns Russia over Ukraine : were working on high - impact sanctions,20220106T130000Z,thestar.com.my,English
2022-01-03,2022-01-09,https://en.antaranews.com/news/208229/hmi-pushes-for-immediate-ratification-of-sexual-violence-bill,HMI pushes for immediate ratification of sexual violence bill,20220106T124500Z,en.antaranews.com,English
2022-01-03,2022-01-09,https://www.pbs.org/newshour/world/u-s-imposes-sanctions-against-bosnian-serb-leader-over-corrupt-activities,U . S . imposes sanctions against Bosnian Serb leader over  corrupt activities,20220106T153000Z,pbs.org,English
2022-01-03,2022-01-09,https://www.jpost.com/israel-news/article-691807,US reduces Iran sanctions threat from any violation to 90 % enrichment,20220106T211500Z,jpost.com,English
2022-01-03,2022-01-09,https://www.timesofisrael.com/lapid-blinken-discuss-challenges-posed-by-iran-in-overnight-phone-call/,"Lapid , Blinken discuss  challenges posed by Iran  in overnight phone call",20220106T093000Z,timesofisrael.com,English
2022-01-03,2022-01-09,https://freebeacon.com/national-security/gop-slams-biden-decision-to-ignore-mandate-to-disclose-how-iran-sanctions-relief-funds-terrorism/,GOP Slams Biden Decision To Ignore Mandate To Disclose How Iran Sanctions Relief Funds Terrorism,20220106T000000Z,freebeacon.com,English
2022-01-03,2022-01-09,https://daijiworld.com/news/newsDisplay?newsID=912105,"Nuclear talks in Vienna onward , positive : Iran top negotiator",20220106T054500Z,daijiworld.com,English
2022-01-03,2022-01-09,https://news.webindia123.com/news/Articles/World/20220106/3887380.html,"Nuclear talks in Vienna onward , positive : Iran top negotiator",20220106T110000Z,news.webindia123.com,English
